Date,Post Type,full_text,Video Thumbnail,Image,Like,Retweet,Reply
2023-09-12T00:14:34.000Z,image,समस्त नेपाली र नेपाल राष्ट्रको पक्षमा अविस्मरणीय योगदान र अमिट स्मृति छाडेर सदाका लागि विदा हुनुभयो संविधानसभाका अध्यक्ष तथा नेकपा (एमाले)का उपाध्यक्ष कमरेड सुवासचन्द्र नेम्वाङ ! भावपूर्ण एवम् हार्दिक श्रद्धाञ्जली !!,,https://pbs.twimg.com/media/F5yMFu1bwAAuVwQ?format=jpg&name=900x900,255,18,38
2023-09-06T07:23:29.000Z,text,"श्रीकृष्ण जन्माष्टमी पर्वको  शुभ उपलक्ष्यमा देश तथा विदेशमा रहनुभएका सम्पूर्ण नेपाली दाजुभाइ तथा दिदीबहिनीमा सुख, शान्ति, समृद्धि, सुस्वास्थ्य र उत्तरोत्तर प्रगतिको लागि हार्दिक मङ्गलमय शुभकामना व्यक्त गर्दछु  ।",,,52,5,4
2023-08-31T01:57:59.000Z,text,"प्रत्येक वर्ष श्रावण शुक्ल पूर्णिमाका दिन मनाइने पौराणिक, धार्मिक, सांस्कृतिक एवं पर्व रक्षा बन्धन, जनैपूर्णिमा (ऋषि तर्पणी) को शुभ उपलक्ष्यमा देश तथा विदेशमा रहनुभएका सम्पूर्ण नेपाली दाजुभाइ तथा दिदीबहिनीमा सुख, शान्ति, समृद्धि, सुस्वास्थ्य र प्रगतिको लागि हार्दिक शुभकामना  !",,,92,4,8
2023-08-30T03:22:28.000Z,image,"नेपाली  टीमले  आज पहिलो पटक एसिया कप खेल्दै छ । विश्वको उत्कृष्ट क्रिकेट टीम पाकिस्तानसँगको खेलमा  जितका लागि शुभकामना  ! 
फोटो-क्यान",,https://pbs.twimg.com/media/F4v6bh9aYAAJLMT?format=jpg&name=medium,70,8,1
2023-08-28T09:52:46.000Z,image,प्रतिनिधि सभा अर्थ समितिको सभापतिमा निर्वाचित हुनुभएका माननीय सन्तोष चालिसेलाई हार्दिक वधाई ! सफल एवम् उपलब्धिपूर्ण कार्यकालका लागि हार्दिक शुभकामना !!,,https://pbs.twimg.com/media/F4nAkhsaEAAEZu_?format=jpg&name=large,51,3,6
2023-08-24T06:51:11.000Z,text,"भाद्र शुक्ल पञ्चमीदेखि अष्टमीसम्म सुदूरपश्चिममा मनाइने गौरा पर्वको पावन अवसरमा स्वदेश तथा विदेशमा रहनुभएका सम्पूर्ण नेपाली दिदीबहिनी तथा दाजुभाइहरूमा सुख, शान्ति र समृद्धिका लागि हार्दिक मङ्गलमय शुभकामना व्यक्त गर्दछु ।",,,65,4,2
2023-07-23T00:52:26.000Z,image,"आज नेपाल कम्युनिस्ट पार्टीका संस्थापक महासचिव पुष्पलालको ४५औं स्मृति दिवस ! 
लोकतन्त्र, सामाजिक न्याय र समाजवादको उद्देश्यमा अविचलित भएर अघि बढ्न मार्गदर्शन गर्नुहुने कमरेड पुष्पलालप्रति भावपूर्ण श्रद्धाञ्जली !!",,https://pbs.twimg.com/media/F1rrrQLaIAIOGAn?format=jpg&name=900x900,93,9,12
2023-07-14T03:53:22.000Z,image,"आदिकवि भानुभक्त आचार्यमा हार्दिक श्रद्धाञ्जलि अर्पण गर्दछु।  नेपाली भाषा, साहित्य र संस्कृतिको संवर्द्धनका निम्ति भानुभक्तको अतुलनीय योगदानको स्मरण गर्दै युगयुगसम्म नेपाल र नेपालीका प्रेरणाश्रोत रहिरहनु हुनेछ भन्ने बिश्वास व्यक्त गर्दछु  ।",,https://pbs.twimg.com/media/F09-x3kaIAAt6hV?format=jpg&name=medium,50,4,1
2023-07-12T04:04:28.000Z,image,सम्माननीय प्रधानमन्त्री एवं नेकपा माओवादी केन्द्रका अध्यक्ष पुष्पकमल दाहाल प्रचण्डज्यूकी जीवनसंगिनी सीता दाहालको उपचारका क्रममा आज बिहान भएको निधनको खबरले दु:खी भएको छु। दिवंगत सीता दाहालप्रति श्रद्धाञ्जली अर्पण गर्दछु । शोकाकुल परिवारमा हार्दिक समवेदना व्यक्त गर्दछु ।,,https://pbs.twimg.com/media/F0zuI_ZagAAgUuZ?format=jpg&name=900x900,109,7,13
2023-07-11T13:53:18.000Z,text,"सोलुखुम्बुबाट काठमाडौंका लागि उडेको मनाङ एयरको हेलिकप्टर लिखुपिके गाउँपालिका–५, लाम्जुरापासको चिहानडाँडामा दुर्घटनामा परेको खबरले स्तव्ध भएको छु। दुर्घटनामा परेर ज्यान गुमाएका चालक दलका सदस्य र यात्रुप्रति हार्दिक श्रदाञ्जली व्यक्त गर्दै शोकाकुल परिवारजनमा समवेदना व्यक्त गर्दछु ।",,,35,7,5
